school_name,urn,borough,lsoa_code,lsoa_name,lon,lat,primary_secondary,school_type,admissions_type,gender,denomination,num_pupils,num_boys,num_girls,boy_girl_r,pupils_per_teacher,pct_esl,pct_fsm,pct_attainment,pct_absences,pct_unaut_absence,mean_distance,income_score,employment_score,crime_score,education_skills_score,health_score,ofsted
Belmont Primary School,101422,Bexley,E01000440,Bexley 007D,0.146039765,51.47294202,Primary,NA,NA,Mixed,NA,467,215,250,0.9,20.5,NA,0.082,0.71,NA,NA,NA,0.037,0.046,-0.327,20.482,-1.398,2
Birkbeck Primary School,101426,Bexley,E01000462,Bexley 026E,0.105832488,51.43193481,Primary,Community school,Not applicable,Mixed,No religious character,462,235,225,1,20.4,0.149,0.089,0.77,0.0512084,0.0097779,0.839984944,0.101,0.06,-0.455,13.872,-0.471,2
Longlands Primary School,101429,Bexley,E01000426,Bexley 026B,0.090433103,51.4311853,Primary,Community school,Not applicable,Mixed,No religious character,297,155,145,1.1,23,0.127,0.141,0.66,0.0518341,0.009554,1.102478763,0.077,0.042,-0.896,11.211,-0.843,2
Slade Green Primary School,101431,Bexley,E01000432,Bexley 008E,0.191912903,51.47224609,Primary,NA,NA,Mixed,NA,334,180,155,1.2,17.1,NA,0.348,NA,NA,NA,NA,0.165,0.111,0.377,27.648,-0.08,3
Dulverton Primary School,101434,Bexley,E01000425,Bexley 025D,0.080469574,51.43638967,Primary,Community school,Not applicable,Mixed,No religious character,443,220,225,1,24.9,0.217,0.034,0.92,0.0402083,0.004939,0.941849417,0.041,0.039,-1.388,8.465,-0.545,2
Parkway Primary School,101437,Bexley,E01000464,Bexley 002D,0.13410828,51.4928004,Primary,Community school,Not applicable,Mixed,No religious character,241,120,120,1,16.4,0.264,0.286,0.81,0.053777,0.0169239,0.875988028,0.215,0.117,0.057,18.513,-0.185,2
Belvedere Infant School,101438,Bexley,E01000335,Bexley 003B,0.158609477,51.4908951,Primary,NA,NA,Mixed,NA,315,165,150,1.1,22.3,NA,0.322,NA,NA,NA,NA,0.16,0.095,0.732,37.431,-0.457,3
Chatsworth Infant School,101439,Bexley,E01000460,Bexley 022E,0.105332219,51.44013642,Primary,NA,NA,Mixed,NA,226,105,125,0.8,18.1,NA,0.073,NA,NA,NA,NA,0.034,0.031,-0.744,8.071,-1.412,2
Jubilee Primary School,101440,Bexley,E01000469,Bexley 001D,0.121510328,51.5053671,Primary,NA,NA,Mixed,NA,455,240,215,1.1,18.8,NA,0.147,0.56,NA,NA,NA,0.143,0.086,0.332,10.345,-0.269,2
Northwood Primary School,101441,Bexley,E01000465,Bexley 002E,0.138277164,51.4923018,Primary,NA,NA,Mixed,NA,220,105,115,0.9,22.4,NA,0.164,0.9,NA,NA,NA,0.225,0.137,-0.104,26.542,0.065,2
Castilion Primary School,101444,Bexley,E01000467,Bexley 001B,0.121350287,51.51029813,Primary,NA,NA,Mixed,NA,419,225,195,1.2,20,NA,0.117,0.73,NA,NA,NA,0.157,0.084,-0.181,14.14,-0.484,1
Royal Park Primary School,101445,Bexley,E01000381,Bexley 028A,0.129352217,51.43063755,Primary,NA,NA,Mixed,NA,301,155,150,1,20.5,NA,0.319,0.9,NA,NA,NA,0.149,0.129,-0.079,27.77,-0.036,2
Barrington Primary School,101449,Bexley,E01000357,Bexley 009B,0.124361473,51.46412806,Primary,NA,NA,Mixed,NA,245,130,115,1.1,19.4,NA,0.082,0.57,NA,NA,NA,0.02,0.027,-0.704,11.965,-1.286,2
Foster's Primary School,101451,Bexley,E01000393,Bexley 020G,0.121836791,51.46308564,Primary,Voluntary controlled school,Not applicable,Mixed,No religious character,425,220,205,1.1,19.9,0.241,0.077,0.84,0.0455758,0.0091107,1.1295888,0.046,0.039,0.03,10.425,-0.883,2
St Stephen's Catholic Primary School,101455,Bexley,E01000414,Bexley 016E,0.104493035,51.46443247,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,421,220,200,1.1,23,0.285,0.052,0.83,0.0367114,0.0098279,2.071780143,0.092,0.052,0.472,12.568,-0.966,1
Our Lady of the Rosary Catholic Primary School,101456,Bexley,E01000341,Bexley 022A,0.091786009,51.44756433,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,483,235,245,1,24,0.188,0.079,0.88,0.0461686,0.0096175,1.523081595,0.062,0.057,-0.623,14.854,-0.807,2
St Joseph's Catholic Primary School,101457,Bexley,E01000377,Bexley 019D,0.172036077,51.45395563,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,205,105,100,1.1,22,0.417,0.098,0.69,0.0286911,0.005273,1.625973888,0.064,0.071,0.142,16.399,-0.888,2
St Fidelis Catholic Primary School,101458,Bexley,E01000439,Bexley 007C,0.162777906,51.47762549,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,470,225,245,0.9,18.9,0.57,0.103,0.71,0.0317065,0.0038043,1.683680366,0.157,0.116,0.502,28.584,-0.385,2
St Thomas More Catholic Primary School,101459,Bexley,E01000358,Bexley 011D,0.139314891,51.46678783,Primary,NA,NA,Mixed,NA,410,175,235,0.7,18.9,NA,0.063,0.77,NA,NA,NA,0.046,0.039,-0.75,12.017,-1.075,2
St John Fisher Catholic Primary School,101460,Bexley,E01000465,Bexley 002E,0.132237416,51.49500169,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,209,95,115,0.8,20.3,0.95,0.077,1,0.0280731,0.0003222,1.300053083,0.225,0.137,-0.104,26.542,0.065,2
St Peter Chanel Catholic Primary School,101461,Bexley,E01000386,Bexley 028D,0.117149015,51.42060643,Primary,NA,NA,Mixed,NA,199,115,85,1.4,26.2,NA,0.136,0.83,NA,NA,NA,0.253,0.195,0.336,40.72,0.897,3
St Michael's East Wickham Church of England Voluntary Aided Primary School,101475,Bexley,E01000453,Bexley 013B,0.121508933,51.46935967,Primary,NA,NA,Mixed,NA,211,110,100,1.1,23.4,NA,0.038,0.67,NA,NA,NA,0.052,0.041,-0.491,19.152,-1.101,1
Anson Primary School,101495,Brent,E01000557,Brent 015E,-0.219317319,51.55363619,Primary,Community school,Not applicable,Mixed,No religious character,412,215,200,1.1,17.3,0.733,0.197,0.73,0.0518306,0.0088352,1.150212868,0.14,0.099,0.426,7.319,0.126,2
Brentfield Primary School,101496,Brent,E01000596,Brent 021A,-0.2629104,51.54679855,Primary,Community school,Not applicable,Mixed,No religious character,587,305,285,1.1,23.7,0.741,0.25,0.64,0.0684774,0.0230499,0.975599439,0.274,0.186,1.046,34.635,0.061,2
Byron Court Primary School,101497,Brent,E01000569,Brent 008E,-0.311242609,51.56934648,Primary,Community school,Not applicable,Mixed,No religious character,676,340,340,1,18.9,0.546,0.096,0.81,0.0525057,0.007538,1.554654374,0.078,0.032,-0.251,3.771,-1.035,1
Carlton Vale Infant School,101498,Brent,E01000551,Brent 034C,-0.200202441,51.53176226,Primary,Community school,Not applicable,Mixed,No religious character,206,110,95,1.2,15.5,0.786,0.33,NA,0.0708541,0.0069897,NA,0.322,0.213,0.214,19.577,-0.018,2
Harlesden Primary School,101499,Brent,E01000525,Brent 031C,-0.25477256,51.53709181,Primary,Community school,Not applicable,Mixed,No religious character,265,130,135,1,16.4,0.809,0.237,0.69,0.068365,0.0240031,1.176651143,0.216,0.14,1.023,25.254,-0.32,2
Mount Stewart Junior School,101500,Brent,E01000538,Brent 004B,-0.300813874,51.57813428,Primary,Community school,Not applicable,Mixed,No religious character,362,185,175,1.1,17.9,0.498,0.066,0.85,0.0446673,0.0082446,1.187928148,0.067,0.038,-0.341,2.006,-1.197,1
Mount Stewart Infant School,101501,Brent,E01000540,Brent 004D,-0.301751841,51.57852552,Primary,Community school,Not applicable,Mixed,No religious character,321,165,155,1.1,21,0.612,0.054,NA,0.0563073,0.0127064,NA,0.07,0.058,-0.417,2.461,-0.93,2
Uxendon Manor Primary School,101502,Brent,E01033463,Brent 003G,-0.297903381,51.58340647,Primary,Community school,Not applicable,Mixed,No religious character,508,285,225,1.3,20.3,0.788,0.145,0.86,0.048281,0.006187,1.474432326,0.098,0.058,-0.415,7.344,-1.208,2
Kingsbury Green Primary School,101503,Brent,E01000515,Brent 003A,-0.269745875,51.58329183,Primary,Community school,Not applicable,Mixed,No religious character,680,355,325,1.1,21.7,0.881,0.144,0.67,0.0525609,0.0159791,1.629151311,0.174,0.097,0.752,16.035,-0.487,2
Leopold Primary School,101504,Brent,E01000527,Brent 025E,-0.246861687,51.54444676,Primary,Community school,Not applicable,Mixed,No religious character,696,345,355,1,25.6,0.603,0.208,0.54,0.0428052,0.0221767,1.235894245,0.185,0.15,0.823,26.326,-0.035,2
Lyon Park Junior School,101505,Brent,E01000476,Brent 026C,-0.287915022,51.54345194,Primary,NA,NA,Mixed,NA,479,265,215,1.2,17.7,NA,0.088,0.51,NA,NA,NA,0.098,0.058,0.379,28.684,-1.101,2
Lyon Park Primary School,101506,Brent,E01000476,Brent 026C,-0.287915022,51.54345194,Primary,Community school,Not applicable,Mixed,No religious character,440,230,210,1.1,24.2,0.94,0.075,NA,0.0436491,0.016407,NA,0.098,0.058,0.379,28.684,-1.101,2
Malorees Infant School,101507,Brent,E01000491,Brent 030B,-0.213778953,51.54146593,Primary,Community school,Not applicable,Mixed,No religious character,217,115,105,1.1,21.4,0.308,0.111,NA,0.0514376,0.0111851,NA,0.133,0.089,0.441,9.526,-0.438,3
Northview Junior and Infant School,101508,Brent,E01000511,Brent 014D,-0.247508361,51.55576005,Primary,Community school,Not applicable,Mixed,No religious character,244,110,130,0.8,18,0.699,0.206,0.67,0.0386849,0.0068067,1.043161454,0.16,0.099,1.198,16.599,-0.148,2
Park Lane Primary School,101509,Brent,E01000635,Brent 020D,-0.293869306,51.55584041,Primary,Community school,Not applicable,Mixed,No religious character,476,240,235,1,22.5,0.883,0.143,0.72,0.0495584,0.0160095,1.191604279,0.163,0.091,1.062,15.302,-0.877,2
Preston Park Primary School,101510,Brent,E01000573,Brent 007B,-0.299331271,51.57145856,Primary,Community school,Not applicable,Mixed,No religious character,837,435,400,1.1,21,0.796,0.109,0.66,0.0316807,0.0060365,1.457857596,0.098,0.045,0.132,6.149,-0.817,2
Roe Green Junior School,101511,Brent,E01000590,Brent 001C,-0.272245163,51.59008189,Primary,Community school,Not applicable,Mixed,No religious character,480,270,210,1.3,19.4,0.634,0.129,0.64,0.0583781,0.0060269,1.265563624,0.136,0.083,0.035,7.512,-0.143,2
Roe Green Infant School,101512,Brent,E01000590,Brent 001C,-0.272245163,51.59008189,Primary,Community school,Not applicable,Mixed,No religious character,575,310,265,1.2,22.3,0.93,0.055,NA,0.0539479,0.0137798,NA,0.136,0.083,0.035,7.512,-0.143,1
Barham Primary School,101515,Brent,E01000612,Brent 019B,-0.306722924,51.54843673,Primary,Community school,Not applicable,Mixed,No religious character,841,455,385,1.2,22.1,0.72,0.086,0.73,0.04648,0.0167582,0.824902571,0.162,0.071,0.32,11.485,-0.242,2
Wykeham Primary School,101518,Brent,E01000627,Brent 014E,-0.254738619,51.5628369,Primary,Community school,Not applicable,Mixed,No religious character,593,300,290,1,21,0.68,0.244,0.92,0.0494102,0.0109035,1.359927236,0.2,0.129,1.244,28.942,-0.136,1
Elsley Primary School,101519,Brent,E01000630,Brent 026E,-0.286862998,51.54880509,Primary,Community school,Not applicable,Mixed,No religious character,454,225,230,1,19.7,0.848,0.117,0.56,0.0607372,0.0140398,1.281638738,0.154,0.108,0.735,17.187,-0.39,2
Donnington Primary School,101520,Brent,E01000643,Brent 024D,-0.233464045,51.54182692,Primary,Community school,Not applicable,Mixed,No religious character,235,130,105,1.2,17.9,0.722,0.209,0.61,0.0603928,0.0188354,0.609251657,0.317,0.23,1.048,20.506,0.846,2
The Stonebridge School,101521,Brent,E01000600,Brent 027E,-0.263651112,51.54060467,Primary,Community school,Not applicable,Mixed,No religious character,613,345,270,1.3,20.3,0.727,0.265,0.54,0.0677658,0.0360502,1.781563265,0.171,0.143,0.602,26.212,0.348,2
Newfield Primary School,101522,Brent,E01000522,Brent 025C,-0.243972181,51.5419576,Primary,Community school,Not applicable,Mixed,No religious character,432,210,220,1,17.7,0.781,0.25,0.38,0.0609947,0.0178342,1.092208128,0.216,0.13,0.149,21.356,-0.268,3
Mitchell Brook Primary School,101524,Brent,E01000601,Brent 021B,-0.256124717,51.54886516,Primary,Community school,Not applicable,Mixed,No religious character,552,290,265,1.1,18.7,0.442,0.286,0.82,0.0711896,0.036545,1.173286979,0.358,0.226,1.454,36.348,0.776,1
Furness Primary School,101525,Brent,E01000535,Brent 031F,-0.238765146,51.5337683,Primary,NA,NA,Mixed,NA,536,280,255,1.1,22.4,NA,0.246,0.71,NA,NA,NA,0.152,0.103,1.099,13.27,-0.18,2
Chalkhill Primary School,101526,Brent,E01000482,Brent 009C,-0.270610705,51.5620465,Primary,Community school,Not applicable,Mixed,No religious character,540,275,265,1,20.5,0.865,0.233,0.92,0.0617605,0.0129437,1.04909112,0.229,0.15,0.234,13.984,0.406,2
Salusbury Primary School,101527,Brent,E01000580,Brent 032B,-0.205390994,51.53694055,Primary,Community school,Not applicable,Mixed,No religious character,671,330,345,1,23.1,0.4,0.166,0.72,0.0563073,0.0183607,1.136641723,0.136,0.089,0.962,4.666,-0.821,3
Oliver Goldsmith Primary School,101528,Brent,E01000514,Brent 002B,-0.257720016,51.58296139,Primary,Community school,Not applicable,Mixed,No religious character,469,235,235,1,23.7,0.747,0.091,0.78,0.0610082,0.0138373,0.997445105,0.083,0.048,0.043,8.404,-0.832,2
Mora Primary School,101530,Brent,E01000554,Brent 015B,-0.2249984,51.55888405,Primary,Community school,Not applicable,Mixed,No religious character,452,240,215,1.1,19.5,0.61,0.233,0.73,0.0480212,0.014868,1.311968631,0.145,0.087,-0.09,15.32,-0.452,2
Fryent Primary School,101531,Brent,E01000519,Brent 005B,-0.264019416,51.57712852,Primary,Community school,Not applicable,Mixed,No religious character,624,315,305,1,19.6,0.73,0.11,0.64,0.0531392,0.012217,1.245721941,0.139,0.074,0.26,9.795,-0.534,2
Braintcroft Primary School,101532,Brent,E01033464,Brent 010F,-0.244557337,51.56458265,Primary,NA,NA,Mixed,NA,769,385,380,1,18.6,NA,0.176,0.53,NA,NA,NA,0.189,0.128,0.176,29.929,-0.256,2
Christ Church CofE Primary School,101533,Brent,E01000546,Brent 028B,-0.204626751,51.54133523,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,203,95,110,0.9,16.9,0.541,0.227,0.75,0.0409631,0.0124463,1.29552192,0.145,0.104,0.467,7.703,-0.559,2
John Keble CofE Primary School,101534,Brent,E01000533,Brent 031E,-0.247008934,51.5379923,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,436,225,215,1,19,0.728,0.317,0.49,0.0592416,0.0204513,1.194060646,0.231,0.162,1.195,23.619,0.235,2
Princess Frederica CofE Primary School,101535,Brent,E01000585,Brent 033F,-0.225312951,51.53301707,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,447,220,225,1,20.6,0.34,0.067,0.81,0.0336011,0.0020256,0.767841242,0.1,0.056,0.03,4.685,-0.48,2
St Mary's CofE Primary School,101537,Brent,E01000526,Brent 025D,-0.252148918,51.54835642,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,318,155,165,0.9,16.8,0.884,0.233,0.8,0.0631833,0.0035415,1.754577483,0.299,0.206,0.507,23.043,0.085,2
Our Lady of Grace Catholic Junior School,101538,Brent,E01000503,Brent 011E,-0.232892057,51.56142219,Primary,NA,NA,Mixed,NA,239,105,130,0.8,20.8,NA,0.138,0.95,NA,NA,NA,0.166,0.129,0.83,14.319,-0.478,1
St Joseph RC Junior School,101539,Brent,E01000636,Brent 020E,-0.287906509,51.55212956,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,280,150,130,1.2,25.2,0.931,0.114,0.9,0.041738,0.0089693,1.417438412,0.097,0.058,-0.021,18.776,-1.204,1
St Mary Magdalen's Catholic Junior School,101542,Brent,E01000642,Brent 022D,-0.22848936,51.54774996,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,355,165,190,0.9,21.5,0.672,0.132,0.85,0.0479731,0.0062247,1.466356498,0.177,0.101,0.365,11.851,-0.32,2
St Robert Southwell RC Primary School,101543,Brent,E01000515,Brent 003A,-0.268057369,51.58176523,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,450,235,215,1.1,21.8,0.382,0.063,0.96,0.0389775,0.0019791,1.47511453,0.174,0.097,0.752,16.035,-0.487,2
Convent of Jesus and Mary RC Infant School,101544,Brent,E01000642,Brent 022D,-0.227169603,51.54793686,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,327,160,170,0.9,18.2,0.606,0.09,NA,0.0448221,0.0054933,NA,0.177,0.101,0.365,11.851,-0.32,1
Our Lady of Lourdes RC Primary School,101545,Brent,E01000600,Brent 027E,-0.265000433,51.5407685,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,229,115,115,1,14.5,0.58,0.266,0.7,0.0369682,0.0078476,1.196253616,0.171,0.143,0.602,26.212,0.348,3
St Joseph's RC Infant School,101546,Brent,E01000636,Brent 020E,-0.287687308,51.55182062,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,269,140,130,1.1,20.8,0.947,0.071,NA,0.0490073,0.0109254,NA,0.097,0.058,-0.021,18.776,-1.204,1
Our Lady of Grace RC Infant and Nursery School,101547,Brent,E01000497,Brent 011A,-0.224313842,51.5642333,Primary,NA,NA,Mixed,NA,223,110,115,1,21,NA,0.107,NA,NA,NA,NA,0.161,0.106,0.357,13.47,-0.353,1
St Margaret Clitherow RC Primary School,101548,Brent,E01000626,Brent 010E,-0.262982529,51.55966785,Primary,NA,NA,Mixed,NA,231,110,125,0.9,17.7,NA,0.11,0.86,NA,NA,NA,0.273,0.167,1.105,29.765,0.242,2
Sinai Jewish Primary School,101549,Brent,E01000484,Brent 006B,-0.281996358,51.57958681,Primary,Voluntary aided school,Not applicable,Mixed,Jewish,675,335,340,1,16.3,0.116,0.03,0.74,0.0400593,0.0037923,6.27808752,0.264,0.178,-0.146,22.619,-0.188,2
Oakington Manor Primary School,101552,Brent,E01000619,Brent 017E,-0.271171418,51.55220806,Primary,NA,NA,Mixed,NA,754,380,375,1,16,NA,0.125,0.79,NA,NA,NA,0.137,0.073,0.017,16.369,-0.606,1
Malorees Junior School,101554,Brent,E01000491,Brent 030B,-0.214706259,51.54172285,Primary,Foundation school,Not applicable,Mixed,No religious character,238,130,110,1.2,17.6,0.374,0.181,0.66,0.0503334,0.0114988,1.098411668,0.133,0.089,0.441,9.526,-0.438,3
St Joseph's Roman Catholic Primary School,101555,Brent,E01000527,Brent 025E,-0.250907595,51.54424631,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,502,245,255,1,20.2,0.604,0.157,0.98,0.0364146,0.0102047,1.352467938,0.185,0.15,0.823,26.326,-0.035,1
The Kilburn Park School Foundation,101556,Brent,E01000551,Brent 034C,-0.199610106,51.53215784,Primary,Foundation school,Not applicable,Mixed,No religious character,209,100,105,1,26.1,0.682,0.397,0.88,0.0420163,0.0047589,1.956440355,0.322,0.213,0.214,19.577,-0.018,3
Newman Catholic College,101564,Brent,E01000533,Brent 031E,-0.239164205,51.53762311,Secondary,Voluntary aided school,Non-selective,Boys,Roman Catholic,710,650,60,10.8,21.5,0.78,0.167,0.42,0.0873542,0.030304,2.969034057,0.231,0.162,1.195,23.619,0.235,2
Islamia Primary School,101574,Brent,E01000580,Brent 032B,-0.208029472,51.53951679,Primary,Voluntary aided school,Not applicable,Mixed,Muslim,416,205,210,1,22.5,0.775,0.24,0.79,0.0595053,0.0149486,2.432713934,0.136,0.089,0.962,4.666,-0.821,2
Bromley Road Primary School,101588,Bromley,E01000715,Bromley 012C,-0.02336323,51.4088695,Primary,NA,NA,Mixed,NA,208,105,105,1,19.3,NA,0.212,NA,NA,NA,NA,0.041,0.038,-0.017,1.911,-0.974,2
Churchfields Primary School,101589,Bromley,E01000700,Bromley 013A,-0.046538469,51.40559788,Primary,NA,NA,Mixed,NA,397,220,175,1.3,18.5,NA,0.092,0.81,NA,NA,NA,0.093,0.079,-0.314,7.351,-0.666,3
Burnt Ash Primary School,101597,Bromley,E01032562,Bromley 040D,0.012763857,51.42144746,Primary,NA,NA,Mixed,NA,423,230,195,1.2,19.4,NA,0.274,0.96,NA,NA,NA,0.238,0.164,0.401,28.172,-0.26,2
Southborough Primary School,101601,Bromley,E01000662,Bromley 026B,0.05797331,51.38883722,Primary,Foundation school,Not applicable,Mixed,No religious character,425,205,220,0.9,19.9,0.085,0.198,0.78,0.0606511,0.0321107,1.369571612,0.118,0.084,0.088,16.778,-0.266,3
Red Hill Primary School,101604,Bromley,E01000695,Bromley 007D,0.062721063,51.42121762,Primary,NA,NA,Mixed,NA,685,365,320,1.1,20.3,NA,0.126,0.6,NA,NA,NA,0.044,0.037,0.187,2.897,-1.806,3
Dorset Road Infant School,101607,Bromley,E01000779,Bromley 001A,0.044252315,51.43601987,Primary,NA,NA,Mixed,NA,66,45,20,2.3,16,NA,0.152,NA,NA,NA,NA,0.086,0.064,0.985,8,-0.903,2
Chelsfield Primary School,101610,Bromley,E01000680,Bromley 037A,0.127662988,51.35769088,Primary,NA,NA,Mixed,NA,95,45,50,0.9,19,NA,0.116,0.8,NA,NA,NA,0.039,0.034,-0.218,6.699,-1.287,2
Darrick Wood Junior School,101612,Bromley,E01000751,Bromley 036C,0.064287852,51.36528207,Primary,NA,NA,Mixed,NA,384,190,195,1,23.6,NA,0.065,0.73,NA,NA,NA,0.042,0.036,-0.186,8.205,-0.945,2
Downe Primary School,101614,Bromley,E01000749,Bromley 036A,0.05653704,51.33718039,Primary,NA,NA,Mixed,NA,81,35,45,0.8,14.5,NA,0.099,0.77,NA,NA,NA,0.05,0.04,-0.128,8.842,-1.224,2
